Pais,Encuesta,access_right,Ronda armonizada BID,Total,year,availability,person
GTM,ENEI,,m2_m3,1,1997,,
GTM,ENEI,,m2_m3,1,1998,,
GTM,ENEI,,m2_m3,1,1999,,
GTM,ENEI,,m2_m3,1,2000,,
GTM,ENEI,,m2_m3,1,2001,,
GTM,ENEI,,m2_m3,1,2002,,
GTM,ENEI,,m2_m3,1,2003,1.0,
GTM,ENEI,,m2_m3,1,2004,,
GTM,ENEI,,m2_m3,1,2005,,
GTM,ENEI,,m2_m3,1,2006,,
GTM,ENEI,,m2_m3,1,2007,,
GTM,ENEI,,m2_m3,1,2008,,
GTM,ENEI,,m2_m3,1,2009,,
GTM,ENEI,,m2_m3,1,2010,,
GTM,ENEI,,m2_m3,1,2011,,
GTM,ENEI,,m2_m3,1,2012,,
GTM,ENEI,,m2_m3,1,2013,,
GTM,ENEI,,m2_m3,1,2014,,
GTM,ENEI,,m2_m3,1,2015,,
GTM,ENEI,,m2_m3,1,2016,,
GTM,ENEI,,m2_m3,1,2017,,
GTM,ENEI,,m2_m3,1,2018,,
GTM,ENEI,,m2_m3,1,2019,,
GTM,ENEI,,m2_m3,1,2020,,
GTM,ENEI,,m2_m3,1,2021,,
GTM,ENEI,,m2_m3,1,2022,,
GTM,ENEI,,m9_m11,1,1986,,
GTM,ENEI,,m9_m11,1,1989,,
GTM,ENEI,,m9_m11,1,1990,,
GTM,ENEI,,m9_m11,1,1991,,
GTM,ENEI,,m9_m11,1,1992,,
GTM,ENEI,,m9_m11,1,1993,,
GTM,ENEI,,m9_m11,1,1994,,
GTM,ENEI,,m9_m11,1,1995,,
GTM,ENEI,,m9_m11,1,1996,,
GTM,ENEI,,m9_m11,1,1997,,
GTM,ENEI,,m9_m11,1,1998,,
GTM,ENEI,,m9_m11,1,1999,,
GTM,ENEI,,m9_m11,1,2000,,
GTM,ENEI,,m9_m11,1,2001,,
GTM,ENEI,,m9_m11,1,2002,,
GTM,ENEI,,m9_m11,1,2003,,
GTM,ENEI,,m9_m11,1,2004,1.0,
GTM,ENEI,,m9_m11,1,2005,,
GTM,ENEI,,m9_m11,1,2006,,
GTM,ENEI,,m9_m11,1,2007,,
GTM,ENEI,,m9_m11,1,2008,,
GTM,ENEI,,m9_m11,1,2009,,
GTM,ENEI,,m9_m11,1,2010,,
GTM,ENEI,,m9_m11,1,2011,,
GTM,ENEI,,m9_m11,1,2012,,
GTM,ENEI,,m9_m11,1,2013,,
GTM,ENEI,,m9_m11,1,2014,,
GTM,ENEI,,m9_m11,1,2015,,
GTM,ENEI,,m9_m11,1,2016,,
GTM,ENEI,,m9_m11,1,2017,,
GTM,ENEI,,m9_m11,1,2018,,
GTM,ENEI,,m9_m11,1,2019,,
GTM,ENEI,,m9_m11,1,2020,,
GTM,ENEI,,m9_m11,1,2021,,
GTM,ENEI,,m9_m11,1,2022,,
GTM,ENEI,,m10,7,1986,,
GTM,ENEI,,m10,7,1989,,
GTM,ENEI,,m10,7,1990,,
GTM,ENEI,,m10,7,1991,,
GTM,ENEI,,m10,7,1992,,
GTM,ENEI,,m10,7,1993,,
GTM,ENEI,,m10,7,1994,,
GTM,ENEI,,m10,7,1995,,
GTM,ENEI,,m10,7,1996,,
GTM,ENEI,,m10,7,1997,,
GTM,ENEI,,m10,7,1998,,
GTM,ENEI,,m10,7,1999,,
GTM,ENEI,,m10,7,2000,,
GTM,ENEI,,m10,7,2001,,
GTM,ENEI,,m10,7,2002,,
GTM,ENEI,,m10,7,2003,,
GTM,ENEI,,m10,7,2004,,
GTM,ENEI,,m10,7,2005,,
GTM,ENEI,,m10,7,2006,,
GTM,ENEI,,m10,7,2007,,
GTM,ENEI,,m10,7,2008,,
GTM,ENEI,,m10,7,2009,,
GTM,ENCOVI,,m7_m11,2,2006,1.0,
GTM,ENEI,,m10,7,2011,,
GTM,ENEI,,m10,7,2012,,
GTM,ENEI,,m10,7,2010,1.0,
GTM,ENEI,,m6_m7,2,2011,1.0,
GTM,ENEI,,m6_m7,2,2012,1.0,
GTM,ENEI,,m10,7,2013,1.0,
GTM,ENEI,,m10,7,2014,1.0,
GTM,ENEI,,m10,7,2018,,
GTM,ENEI,,m10,7,2019,,
GTM,ENEI,,m10,7,2020,,
GTM,ENEI,,m10,7,2015,1.0,
GTM,ENEI,,m10,7,2016,1.0,
GTM,ENEI,,m6_m7,2,1986,,
GTM,ENEI,,m6_m7,2,1989,,
GTM,ENEI,,m6_m7,2,1990,,
GTM,ENEI,,m6_m7,2,1991,,
GTM,ENEI,,m6_m7,2,1992,,
GTM,ENEI,,m6_m7,2,1993,,
GTM,ENEI,,m6_m7,2,1994,,
GTM,ENEI,,m6_m7,2,1995,,
GTM,ENEI,,m6_m7,2,1996,,
GTM,ENEI,,m6_m7,2,1997,,
GTM,ENEI,,m6_m7,2,1998,,
GTM,ENEI,,m6_m7,2,1999,,
GTM,ENEI,,m6_m7,2,2000,,
GTM,ENEI,,m6_m7,2,2001,,
GTM,ENEI,,m6_m7,2,2002,,
GTM,ENEI,,m6_m7,2,2003,,
GTM,ENEI,,m6_m7,2,2004,,
GTM,ENEI,,m6_m7,2,2005,,
GTM,ENEI,,m6_m7,2,2006,,
GTM,ENEI,,m6_m7,2,2007,,
GTM,ENEI,,m6_m7,2,2008,,
GTM,ENEI,,m6_m7,2,2009,,
GTM,ENEI,,m6_m7,2,2010,,
GTM,ENEI,,m10,7,2017,1.0,
GTM,ENEI,,m6,2,2018,1.0,
GTM,ENEI,,m6,2,2019,1.0,
GTM,ENEI,,m10,7,2021,1.0,
GTM,ENEI,,m6_m7,2,2013,,
GTM,ENEI,,m6_m7,2,2014,,
GTM,ENEI,,m6_m7,2,2015,,
GTM,ENEI,,m6_m7,2,2016,,
GTM,ENEI,,m6_m7,2,2017,,
GTM,ENEI,,m6_m7,2,2018,,
GTM,ENEI,,m6_m7,2,2019,,
GTM,ENEI,,m6_m7,2,2020,,
GTM,ENEI,,m6_m7,2,2021,,
GTM,ENEI,,m6_m7,2,2022,,
GTM,ENEI,,m6,2,1986,,
GTM,ENEI,,m6,2,1989,,
GTM,ENEI,,m6,2,1990,,
GTM,ENEI,,m6,2,1991,,
GTM,ENEI,,m6,2,1992,,
GTM,ENEI,,m6,2,1993,,
GTM,ENEI,,m6,2,1994,,
GTM,ENEI,,m6,2,1995,,
GTM,ENEI,,m6,2,1996,,
GTM,ENEI,,m6,2,1997,,
GTM,ENEI,,m6,2,1998,,
GTM,ENEI,,m6,2,1999,,
GTM,ENEI,,m6,2,2000,,
GTM,ENEI,,m6,2,2001,,
GTM,ENEI,,m6,2,2002,,
GTM,ENEI,,m6,2,2003,,
GTM,ENEI,,m6,2,2004,,
GTM,ENEI,,m6,2,2005,,
GTM,ENEI,,m6,2,2006,,
GTM,ENEI,,m6,2,2007,,
GTM,ENEI,,m6,2,2008,,
GTM,ENEI,,m6,2,2009,,
GTM,ENEI,,m6,2,2010,,
GTM,ENEI,,m6,2,2011,,
GTM,ENEI,,m6,2,2012,,
GTM,ENEI,,m6,2,2013,,
GTM,ENEI,,m6,2,2014,,
GTM,ENEI,,m6,2,2015,,
GTM,ENEI,,m6,2,2016,,
GTM,ENEI,,m6,2,2017,,
GTM,ENEI,,m11,7,2022,1.0,
GTM,ENEI,,m6,2,2020,,
GTM,ENEI,,m6,2,2021,,
GTM,ENEI,,m6,2,2022,,
GTM,ENCOVI,,m8_m12,8,2023,1.0,
GTM,ENEIC,,t1,7,2024,1.0,Davidv2
GUY,LFS,,t4,4,2017,1.0,
GUY,LFS,,t4,4,2018,1.0,
GUY,LFS,,t4,4,2019,1.0,
HND,EPHPM,,m9,13,1992,,
HND,EPHPM,,m9,13,1993,,
HND,EPHPM,,m9,13,1994,,
HND,EPHPM,,m9,13,1995,,
GUY,LFS,,t3,4,2021,1.0,Davidv2
HND,EPHPM,,m9,13,1986,1.0,
HND,EPHPM,,m9,13,1989,1.0,
HND,EPHPM,,m9,13,1990,1.0,
HND,EPHPM,,m9,13,2000,,
HND,EPHPM,,m9,13,1991,1.0,
HND,EPHPM,,m3,2,1992,1.0,
HND,EPHPM,,m10,4,1993,1.0,
HND,EPHPM,,m9,13,2004,,
HND,EPHPM,,m9,13,2005,,
HND,EPHPM,,m10,4,1994,1.0,
HND,EPHPM,,m10,4,1995,1.0,
HND,EPHPM,,m9,13,2008,,
HND,EPHPM,,m9,13,2009,,
HND,EPHPM,,m9,13,2010,,
HND,EPHPM,,m9,13,2011,,
HND,EPHPM,,m9,13,2012,,
HND,EPHPM,,m9,13,2013,,
HND,EPHPM,,m9,13,2014,,
HND,EPHPM,,m9,13,2015,,
HND,EPHPM,,m9,13,2016,,
HND,EPHPM,,m9,13,2017,,
HND,EPHPM,,m9,13,2018,,
HND,EPHPM,,m9,13,2019,,
HND,EPHPM,,m9,13,2020,,
HND,EPHPM,,m9,13,2021,,
HND,EPHPM,,m9,13,2022,,
HND,EPHPM,,m3,2,1986,,
HND,EPHPM,,m3,2,1989,,
HND,EPHPM,,m3,2,1990,,
HND,EPHPM,,m3,2,1991,,
HND,EPHPM,,m9,13,1996,1.0,
HND,EPHPM,,m3,2,1993,,
HND,EPHPM,,m3,2,1994,,
HND,EPHPM,,m3,2,1995,,
HND,EPHPM,,m3,2,1996,,
HND,EPHPM,,m3,2,1997,,
HND,EPHPM,,m3,2,1998,,
HND,EPHPM,,m3,2,1999,,
HND,EPHPM,,m3,2,2000,,
HND,EPHPM,,m3,2,2001,,
HND,EPHPM,,m3,2,2002,,
HND,EPHPM,,m3,2,2003,,
HND,EPHPM,,m9,13,1997,1.0,
HND,EPHPM,,m3,2,2005,,
HND,EPHPM,,m3,2,2006,,
HND,EPHPM,,m3,2,2007,,
HND,EPHPM,,m3,2,2008,,
HND,EPHPM,,m3,2,2009,,
HND,EPHPM,,m3,2,2010,,
HND,EPHPM,,m3,2,2011,,
HND,EPHPM,,m3,2,2012,,
HND,EPHPM,,m3,2,2013,,
HND,EPHPM,,m3,2,2014,,
HND,EPHPM,,m3,2,2015,,
HND,EPHPM,,m3,2,2016,,
HND,EPHPM,,m3,2,2017,,
HND,EPHPM,,m3,2,2018,,
HND,EPHPM,,m3,2,2019,,
HND,EPHPM,,m3,2,2020,,
HND,EPHPM,,m3,2,2021,,
HND,EPHPM,,m3,2,2022,,
HND,EPHPM,,m10,4,1986,,
HND,EPHPM,,m10,4,1989,,
HND,EPHPM,,m10,4,1990,,
HND,EPHPM,,m10,4,1991,,
HND,EPHPM,,m10,4,1992,,
HND,EPHPM,,m9,13,1998,1.0,
HND,EPHPM,,m9,13,1999,1.0,
HND,EPHPM,,m9,13,2001,1.0,
HND,EPHPM,,m10,4,1996,,
HND,EPHPM,,m10,4,1997,,
HND,EPHPM,,m10,4,1998,,
HND,EPHPM,,m10,4,1999,,
HND,EPHPM,,m10,4,2000,,
HND,EPHPM,,m10,4,2001,,
HND,EPHPM,,m10,4,2002,,
HND,EPHPM,,m10,4,2003,,
HND,EPHPM,,m10,4,2004,,
HND,EPHPM,,m9,13,2002,1.0,
HND,EPHPM,,m10,4,2006,,
HND,EPHPM,,m10,4,2007,,
HND,EPHPM,,m10,4,2008,,
HND,EPHPM,,m10,4,2009,,
HND,EPHPM,,m10,4,2010,,
HND,EPHPM,,m10,4,2011,,
HND,EPHPM,,m10,4,2012,,
HND,EPHPM,,m10,4,2013,,
HND,EPHPM,,m10,4,2014,,
HND,EPHPM,,m10,4,2015,,
HND,EPHPM,,m10,4,2016,,
HND,EPHPM,,m10,4,2017,,
HND,EPHPM,,m10,4,2018,,
HND,EPHPM,,m10,4,2019,,
HND,EPHPM,,m10,4,2020,,
HND,EPHPM,,m10,4,2021,,
HND,EPHPM,,m10,4,2022,,
HND,EPHPM,,m5,6,1986,,
HND,EPHPM,,m5,6,1989,,
HND,EPHPM,,m5,6,1990,,
HND,EPHPM,,m5,6,1991,,
HND,EPHPM,,m5,6,1992,,
HND,EPHPM,,m5,6,1993,,
HND,EPHPM,,m5,6,1994,,
HND,EPHPM,,m5,6,1995,,
HND,EPHPM,,m5,6,1996,,
HND,EPHPM,,m5,6,1997,,
HND,EPHPM,,m5,6,1998,,
HND,EPHPM,,m5,6,1999,,
HND,EPHPM,,m5,6,2000,,
HND,EPHPM,,m5,6,2001,,
HND,EPHPM,,m5,6,2002,,
HND,EPHPM,,m5,6,2003,,
HND,EPHPM,,m5,6,2004,,
HND,EPHPM,,m5,6,2005,,
HND,EPHPM,,m5,6,2006,,
HND,EPHPM,,m5,6,2007,,
HND,EPHPM,,m9,13,2003,1.0,
HND,EPHPM,,m3,2,2004,1.0,
HND,EPHPM,,m10,4,2005,1.0,
HND,EPHPM,,m9,13,2006,1.0,
HND,EPHPM,,m9,13,2007,1.0,
HND,EPHPM,,m5,6,2008,1.0,
HND,EPHPM,,m5,6,2014,,
HND,EPHPM,,m5,6,2015,,
HND,EPHPM,,m5,6,2016,,
HND,EPHPM,,m5,6,2017,,
HND,EPHPM,,m5,6,2018,,
HND,EPHPM,,m5,6,2019,,
HND,EPHPM,,m5,6,2020,,
HND,EPHPM,,m5,6,2021,,
HND,EPHPM,,m5,6,2022,,
HND,EPHPM,,m6,6,1986,,
HND,EPHPM,,m6,6,1989,,
HND,EPHPM,,m6,6,1990,,
HND,EPHPM,,m6,6,1991,,
HND,EPHPM,,m6,6,1992,,
HND,EPHPM,,m6,6,1993,,
HND,EPHPM,,m6,6,1994,,
HND,EPHPM,,m6,6,1995,,
HND,EPHPM,,m6,6,1996,,
HND,EPHPM,,m6,6,1997,,
HND,EPHPM,,m6,6,1998,,
HND,EPHPM,,m6,6,1999,,
HND,EPHPM,,m6,6,2000,,
HND,EPHPM,,m6,6,2001,,
HND,EPHPM,,m6,6,2002,,
HND,EPHPM,,m6,6,2003,,
HND,EPHPM,,m6,6,2004,,
HND,EPHPM,,m6,6,2005,,
HND,EPHPM,,m6,6,2006,,
HND,EPHPM,,m6,6,2007,,
HND,EPHPM,,m6,6,2008,,
HND,EPHPM,,m6,6,2009,,
HND,EPHPM,,m6,6,2010,,
HND,EPHPM,,m6,6,2011,,
HND,EPHPM,,m6,6,2012,,
HND,EPHPM,,m6,6,2013,,
HND,EPHPM,,m5,6,2009,1.0,
HND,EPHPM,,m5,6,2010,1.0,
HND,EPHPM,,m5,6,2011,1.0,
HND,EPHPM,,m5,6,2012,1.0,
HND,EPHPM,,m5,6,2013,1.0,
HND,EPHPM,,m6,6,2014,1.0,
HND,EPHPM,,m6,6,2020,,
HND,EPHPM,,m6,6,2021,,
HND,EPHPM,,m6,6,2015,1.0,
HND,EPHPM,,m6,6,2016,1.0,
HND,EPHPM,,m6,6,2017,1.0,
HTI,ECVMAS,,m8_m12,1,1986,,
HTI,ECVMAS,,m8_m12,1,1989,,
HTI,ECVMAS,,m8_m12,1,1990,,
HTI,ECVMAS,,m8_m12,1,1991,,
HTI,ECVMAS,,m8_m12,1,1992,,
HTI,ECVMAS,,m8_m12,1,1993,,
HTI,ECVMAS,,m8_m12,1,1994,,
HTI,ECVMAS,,m8_m12,1,1995,,
HTI,ECVMAS,,m8_m12,1,1996,,
HTI,ECVMAS,,m8_m12,1,1997,,
HTI,ECVMAS,,m8_m12,1,1998,,
HTI,ECVMAS,,m8_m12,1,1999,,
HTI,ECVMAS,,m8_m12,1,2000,,
HTI,ECVMAS,,m8_m12,1,2001,,
HTI,ECVMAS,,m8_m12,1,2002,,
HTI,ECVMAS,,m8_m12,1,2003,,
HTI,ECVMAS,,m8_m12,1,2004,,
HTI,ECVMAS,,m8_m12,1,2005,,
HTI,ECVMAS,,m8_m12,1,2006,,
HTI,ECVMAS,,m8_m12,1,2007,,
HTI,ECVMAS,,m8_m12,1,2008,,
HTI,ECVMAS,,m8_m12,1,2009,,
HTI,ECVMAS,,m8_m12,1,2010,,
HTI,ECVMAS,,m8_m12,1,2011,,
HND,EPHPM,,m6,6,2018,1.0,
HTI,ECVMAS,,m8_m12,1,2013,,
HTI,ECVMAS,,m8_m12,1,2014,,
HTI,ECVMAS,,m8_m12,1,2015,,
HTI,ECVMAS,,m8_m12,1,2016,,
HTI,ECVMAS,,m8_m12,1,2017,,
HTI,ECVMAS,,m8_m12,1,2018,,
HTI,ECVMAS,,m8_m12,1,2019,,
HTI,ECVMAS,,m8_m12,1,2020,,
HTI,ECVMAS,,m8_m12,1,2021,,
HTI,ECVMAS,,m8_m12,1,2022,,
JAM,LFS,restricted,m4,27,1986,,
JAM,LFS,restricted,m4,27,1989,,
HND,EPHPM,,m6,6,2019,1.0,
HND,EPHPM,,m6,6,2021,1.0,
HND,EPHPM,,m6,6,2022,1.0,
HND,EPHPM,,m6,6,2023,1.0,
HND,EPHPM,,m6,6,2024,1.0,Davidv2
HTI,ECVMAS,,m8_m12,1,2012,1.0,
JAM,LFS,,m4,27,1990,1.0,
JAM,LFS,,m4,27,1991,1.0,
JAM,LFS,,m4,27,1992,1.0,
JAM,LFS,,m4,27,1993,1.0,
JAM,LFS,,m4,27,1994,1.0,
JAM,LFS,,m4,27,1995,1.0,
JAM,LFS,,m4,27,1996,1.0,
JAM,LFS,,m4,27,1997,1.0,
JAM,LFS,,m4,27,1998,1.0,
JAM,LFS,,m4,27,1999,1.0,
JAM,LFS,,m4,27,2000,1.0,
JAM,LFS,,m4,27,2001,1.0,
JAM,LFS,,m4,27,2002,1.0,
JAM,LFS,,m4,27,2003,1.0,
JAM,LFS,restricted,m4,27,2011,,
JAM,LFS,,m4,27,2004,1.0,
JAM,LFS,,m4,27,2005,1.0,
JAM,LFS,,m4,27,2006,1.0,
JAM,LFS,restricted,m4,27,2015,,
JAM,LFS,,m4,27,2007,1.0,
JAM,LFS,restricted,m4,27,2017,,
JAM,LFS,restricted,m4,27,2018,,
JAM,LFS,,m4,27,2008,1.0,
JAM,LFS,,m4,27,2009,1.0,
JAM,LFS,restricted,m4,27,2021,,
JAM,LFS,restricted,m4,27,2022,,
MEX,ENIGH,,m8_m11,1,1986,,
MEX,ENIGH,,m8_m11,1,1989,,
MEX,ENIGH,,m8_m11,1,1990,,
MEX,ENIGH,,m8_m11,1,1991,,
JAM,LFS,,m4,27,2010,1.0,
MEX,ENIGH,,m8_m11,1,1993,,
MEX,ENIGH,,m8_m11,1,1994,,
MEX,ENIGH,,m8_m11,1,1995,,
MEX,ENIGH,,m8_m11,1,1996,,
MEX,ENIGH,,m8_m11,1,1997,,
MEX,ENIGH,,m8_m11,1,1998,,
MEX,ENIGH,,m8_m11,1,1999,,
MEX,ENIGH,,m8_m11,1,2000,,
MEX,ENIGH,,m8_m11,1,2001,,
MEX,ENIGH,,m8_m11,1,2002,,
MEX,ENIGH,,m8_m11,1,2003,,
MEX,ENIGH,,m8_m11,1,2004,,
MEX,ENIGH,,m8_m11,1,2005,,
MEX,ENIGH,,m8_m11,1,2006,,
MEX,ENIGH,,m8_m11,1,2007,,
MEX,ENIGH,,m8_m11,1,2008,,
MEX,ENIGH,,m8_m11,1,2009,,
MEX,ENIGH,,m8_m11,1,2010,,
MEX,ENIGH,,m8_m11,1,2011,,
MEX,ENIGH,,m8_m11,1,2012,,
MEX,ENIGH,,m8_m11,1,2013,,
MEX,ENIGH,,m8_m11,1,2014,,
MEX,ENIGH,,m8_m11,1,2015,,
MEX,ENIGH,,m8_m11,1,2016,,
MEX,ENIGH,,m8_m11,1,2017,,
MEX,ENIGH,,m8_m11,1,2018,,
MEX,ENIGH,,m8_m11,1,2019,,
MEX,ENIGH,,m8_m11,1,2020,,
MEX,ENIGH,,m8_m11,1,2021,,
MEX,ENIGH,,m8_m11,1,2022,,
MEX,ENIGH,,m8_m9,1,1986,,
MEX,ENIGH,,m8_m9,1,1989,,
MEX,ENIGH,,m8_m9,1,1990,,
MEX,ENIGH,,m8_m9,1,1991,,
MEX,ENIGH,,m8_m9,1,1992,,
MEX,ENIGH,,m8_m9,1,1993,,
JAM,LFS,,m4,27,2012,1.0,
MEX,ENIGH,,m8_m9,1,1995,,
MEX,ENIGH,,m8_m9,1,1996,,
MEX,ENIGH,,m8_m9,1,1997,,
MEX,ENIGH,,m8_m9,1,1998,,
MEX,ENIGH,,m8_m9,1,1999,,
MEX,ENIGH,,m8_m9,1,2000,,
MEX,ENIGH,,m8_m9,1,2001,,
MEX,ENIGH,,m8_m9,1,2002,,
MEX,ENIGH,,m8_m9,1,2003,,
MEX,ENIGH,,m8_m9,1,2004,,
MEX,ENIGH,,m8_m9,1,2005,,
MEX,ENIGH,,m8_m9,1,2006,,
MEX,ENIGH,,m8_m9,1,2007,,
MEX,ENIGH,,m8_m9,1,2008,,
MEX,ENIGH,,m8_m9,1,2009,,
MEX,ENIGH,,m8_m9,1,2010,,
MEX,ENIGH,,m8_m9,1,2011,,
MEX,ENIGH,,m8_m9,1,2012,,
MEX,ENIGH,,m8_m9,1,2013,,
MEX,ENIGH,,m8_m9,1,2014,,
MEX,ENIGH,,m8_m9,1,2015,,
MEX,ENIGH,,m8_m9,1,2016,,
MEX,ENIGH,,m8_m9,1,2017,,
MEX,ENIGH,,m8_m9,1,2018,,
MEX,ENIGH,,m8_m9,1,2019,,
MEX,ENIGH,,m8_m9,1,2020,,
MEX,ENIGH,,m8_m9,1,2021,,
MEX,ENIGH,,m8_m9,1,2022,,
MEX,ENIGH,,m7_m10,0,1986,,
MEX,ENIGH,,m7_m10,0,1989,,
MEX,ENIGH,,m7_m10,0,1990,,
MEX,ENIGH,,m7_m10,0,1991,,
MEX,ENIGH,,m7_m10,0,1992,,
MEX,ENIGH,,m7_m10,0,1993,,
MEX,ENIGH,,m7_m10,0,1994,,
MEX,ENIGH,,m7_m10,0,1995,,
MEX,ENIGH,,m7_m10,0,1996,,
MEX,ENIGH,,m7_m10,0,1997,,
MEX,ENIGH,,m7_m10,0,1998,,
MEX,ENIGH,,m7_m10,0,1999,,
MEX,ENIGH,,m7_m10,0,2000,,
MEX,ENIGH,,m7_m10,0,2001,,
MEX,ENIGH,,m7_m10,0,2002,,
MEX,ENIGH,,m7_m10,0,2003,,
MEX,ENIGH,,m7_m10,0,2004,,
MEX,ENIGH,,m7_m10,0,2005,,
MEX,ENIGH,,m7_m10,0,2006,,
MEX,ENIGH,,m7_m10,0,2007,,
MEX,ENIGH,,m7_m10,0,2008,,
MEX,ENIGH,,m7_m10,0,2009,,
MEX,ENIGH,,m7_m10,0,2010,,
MEX,ENIGH,,m7_m10,0,2011,,
MEX,ENIGH,,m7_m10,0,2012,,
MEX,ENIGH,,m7_m10,0,2013,,
MEX,ENIGH,,m7_m10,0,2014,,
MEX,ENIGH,,m7_m10,0,2015,,
MEX,ENIGH,,m7_m10,0,2016,,
MEX,ENIGH,,m7_m10,0,2017,,
MEX,ENIGH,,m7_m10,0,2018,,
MEX,ENIGH,,m7_m10,0,2019,,
MEX,ENIGH,,m7_m10,0,2020,,
MEX,ENIGH,,m7_m10,0,2021,,
MEX,ENIGH,,m7_m10,0,2022,,
MEX,ENIGH,,m8_m12,14,1986,,
MEX,ENIGH,,m8_m12,14,1989,,
MEX,ENIGH,,m8_m12,14,1990,,
MEX,ENIGH,,m8_m12,14,1991,,
MEX,ENIGH,,m8_m12,14,1992,,
MEX,ENIGH,,m8_m12,14,1993,,
MEX,ENIGH,,m8_m12,14,1994,,
MEX,ENIGH,,m8_m12,14,1995,,
JAM,LFS,,m4,27,2013,1.0,
MEX,ENIGH,,m8_m12,14,1997,,
JAM,LFS,,m4,27,2014,1.0,
MEX,ENIGH,,m8_m12,14,1999,,
JAM,LFS,,m1,27,2016,1.0,
MEX,ENIGH,,m8_m12,14,2001,,
JAM,LFS,,m4,27,2019,1.0,
MEX,ENIGH,,m8_m12,14,2003,,
JAM,LFS,,m1,27,2020,1.0,
MEX,ENIGH,,m8_m11,1,1992,1.0,
MEX,ENIGH,,m8_m9,1,1994,1.0,
MEX,ENIGH,,m8_m12,14,2007,,
MEX,ENIGH,,m8_m12,14,1996,1.0,
MEX,ENIGH,,m8_m12,14,2009,,
MEX,ENIGH,,m8_m12,14,1998,1.0,
MEX,ENIGH,,m8_m12,14,2011,,
MEX,ENIGH,,m8_m11,14,2000,1.0,
MEX,ENIGH,,m8_m12,14,2013,,
MEX,ENIGH,,m8_m11,14,2002,1.0,
MEX,ENIGH,,m8_m12,14,2015,,
MEX,ENIGH,,m8_m11,14,2004,1.0,
MEX,ENIGH,,m8_m12,14,2017,,
MEX,ENIGH,,m8_m11,14,2005,1.0,
MEX,ENIGH,,m8_m12,14,2019,,
MEX,ENIGH,,m8_m11,14,2006,1.0,
MEX,ENIGH,,m8_m12,14,2021,,
MEX,ENIGH,,m8_m11,14,2008,1.0,
NIC,EMNV,restricted,m2_m6,4,1986,,
NIC,EMNV,restricted,m2_m6,4,1989,,
NIC,EMNV,restricted,m2_m6,4,1990,,
NIC,EMNV,restricted,m2_m6,4,1991,,
NIC,EMNV,restricted,m2_m6,4,1992,,
MEX,ENIGH,,m8_m11,14,2010,1.0,
NIC,EMNV,restricted,m2_m6,4,1994,,
NIC,EMNV,restricted,m2_m6,4,1995,,
NIC,EMNV,restricted,m2_m6,4,1996,,
NIC,EMNV,restricted,m2_m6,4,1997,,
MEX,ENIGH,,m8_m12,14,2012,1.0,
MEX,ENIGH,,m8_m12,14,2014,1.0,
NIC,EMNV,restricted,m2_m6,4,2000,,
MEX,ENIGH,,m8_m12,14,2016,1.0,
NIC,EMNV,restricted,m2_m6,4,2002,,
NIC,EMNV,restricted,m2_m6,4,2003,,
NIC,EMNV,restricted,m2_m6,4,2004,,
NIC,EMNV,restricted,m2_m6,4,2005,,
NIC,EMNV,restricted,m2_m6,4,2006,,
NIC,EMNV,restricted,m2_m6,4,2007,,
NIC,EMNV,restricted,m2_m6,4,2008,,
NIC,EMNV,restricted,m2_m6,4,2009,,
NIC,EMNV,restricted,m2_m6,4,2010,,
NIC,EMNV,restricted,m2_m6,4,2011,,
NIC,EMNV,restricted,m2_m6,4,2012,,
NIC,EMNV,restricted,m2_m6,4,2013,,
NIC,EMNV,restricted,m2_m6,4,2014,,
NIC,EMNV,restricted,m2_m6,4,2015,,
NIC,EMNV,restricted,m2_m6,4,2016,,
NIC,EMNV,restricted,m2_m6,4,2017,,
NIC,EMNV,restricted,m2_m6,4,2018,,
NIC,EMNV,restricted,m2_m6,4,2019,,
NIC,EMNV,restricted,m2_m6,4,2020,,
NIC,EMNV,restricted,m2_m6,4,2021,,
NIC,EMNV,restricted,m2_m6,4,2022,,
NIC,EMNV,restricted,m7_m10,2,1986,,
NIC,EMNV,restricted,m7_m10,2,1989,,
NIC,EMNV,restricted,m7_m10,2,1990,,
NIC,EMNV,restricted,m7_m10,2,1991,,
NIC,EMNV,restricted,m7_m10,2,1992,,
NIC,EMNV,restricted,m7_m10,2,1993,,
NIC,EMNV,restricted,m7_m10,2,1994,,
NIC,EMNV,restricted,m7_m10,2,1995,,
NIC,EMNV,restricted,m7_m10,2,1996,,
NIC,EMNV,restricted,m7_m10,2,1997,,
NIC,EMNV,restricted,m7_m10,2,1998,,
NIC,EMNV,restricted,m7_m10,2,1999,,
NIC,EMNV,restricted,m7_m10,2,2000,,
NIC,EMNV,restricted,m7_m10,2,2001,,
NIC,EMNV,restricted,m7_m10,2,2002,,
NIC,EMNV,restricted,m7_m10,2,2003,,
NIC,EMNV,restricted,m7_m10,2,2004,,
MEX,ENIGH,,m8_m12,14,2018,1.0,
NIC,EMNV,restricted,m7_m10,2,2006,,
NIC,EMNV,restricted,m7_m10,2,2007,,
NIC,EMNV,restricted,m7_m10,2,2008,,
MEX,ENIGH,,m8_m12,14,2020,1.0,
NIC,EMNV,restricted,m7_m10,2,2010,,
NIC,EMNV,restricted,m7_m10,2,2011,,
NIC,EMNV,restricted,m7_m10,2,2012,,
NIC,EMNV,restricted,m7_m10,2,2013,,
